apps/erpnext/erpnext/public/js/templates/contact_list.html +2,New Contact,جهه إتصال جديدة
DocType: Territory,Parent Territory,المنطقة الرئيسية
DocType: Quality Inspection Reading,Reading 2,القراءة 2
DocType: Stock Entry,Material Receipt,(حركة إضافة (إيصال مواد
DocType: Homepage,Products,منتجات
DocType: Announcement,Instructor,معلم
DocType: Employee,AB+,AB+
DocType: Item,"If this item has variants, then it cannot be selected in sales orders etc.",". إذا كان هذا الصنف لديه متغيرات، فإنه لا يمكن إختياره في أوامر البيع الخ"
DocType: Lead,Next Contact By,الإتصال التالي بواسطة
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +243,Quantity required for Item {0} in row {1},الكمية مطلوبه للصنف {0} في الصف {1}
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +110,Warehouse {0} can not be deleted as quantity exists for Item {1},مستودع {0} لا يمكن حذفه حيث توجد كمية للصنف {1}
DocType: Quotation,Order Type,نوع الطلب
DocType: Purchase Invoice,Notification Email Address,عنوان البريد الألكتروني للإخطارات
,Item-wise Sales Register,سجل المبيعات حسب الصنف
DocType: Asset,Gross Purchase Amount,إجمالي قيمة الشراء
DocType: Asset,Depreciation Method,طريقة الإهلاك
apps/erpnext/erpnext/accounts/page/pos/pos.js +682,Offline,غير متصل
DocType: Purchase Taxes and Charges,Is this Tax included in Basic Price?,هل هذه الضريبة متضمنة في السعر الأساسي؟
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py +56,Total Target,إجمالي المستهدف
DocType: Program Course,Required,مطلوب
DocType: Job Applicant,Applicant for a Job,الشخص المتقدم للحصول على وظيفة
DocType: Production Plan Material Request,Production Plan Material Request,طلب مواد لخطة إنتاج
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.py +235,No Production Orders created,لم يتم إنشاء أوامر إنتاج
DocType: Stock Reconciliation,Reconciliation JSON,JSON التسوية
apps/erpnext/erpnext/accounts/report/financial_statements.html +3,Too many columns. Export the report and print it using a spreadsheet application.,.Spreadsheet عدد كبير من الأعمدة. صدر التقرير وإطبعه بإستخدام تطبيق جدول البيانات
DocType: Purchase Invoice Item,Batch No,رقم الباتش
apps/erpnext/erpnext/setup/utils.py +107,Unable to find exchange rate for {0} to {1} for key date {2},تعذر العثور علي سعر الصرف من {0} إلى {1} لتاريخ الرئيسي {2}
DocType: Selling Settings,Allow multiple Sales Orders against a Customer's Purchase Order,السماح بتعدد أوامر البيع مقابل طلب شراء العميل
apps/erpnext/erpnext/setup/doctype/company/company.py +174,Main,رئيسي
apps/erpnext/erpnext/stock/doctype/item/item.js +56,Variant,متغير
DocType: Naming Series,Set prefix for numbering series on your transactions,تحديد بادئة لسلسلة الترقيم على العمليات الخاصة بك
DocType: Employee Attendance Tool,Employees HTML,HTML الموظفين
apps/erpnext/erpnext/stock/doctype/item/item.py +425,Default BOM ({0}) must be active for this item or its template,البوم الإفتراضية ({0}) يجب أن تكون نشطة لهذا الصنف أو نموزجه
DocType: Employee,Leave Encashed?,هل تم صرف بدل الأجازات نقدي؟
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +32,Opportunity From field is mandatory,فرصة البيع من الحقل إلزامي
DocType: Email Digest,Annual Expenses,المصروفات السنوية
DocType: Item,Variants,المتغيرات
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +876,Make Purchase Order,إنشاء طلب شراء
DocType: SMS Center,Send To,أرسل إلى
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +150,There is not enough leave balance for Leave Type {0},ليس هناك ما يكفي من رصيد أجازات لهذا النوع من الأجازات {0}
DocType: Payment Reconciliation Payment,Allocated amount,القيمة المخصصة
DocType: Sales Team,Contribution to Net Total,المساهمة في صافي الإجمالي
DocType: Sales Invoice Item,Customer's Item Code,كود الصنف لدي العميل
DocType: Stock Reconciliation,Stock Reconciliation,تسوية المخزون
DocType: Territory,Territory Name,إسم المنطقة
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +174,Work-in-Progress Warehouse is required before Submit,مستودع مخزون-تحت-التشغيل مطلوب قبل الإدخال
apps/erpnext/erpnext/config/hr.py +40,Applicant for a Job.,.المتقدم للحصول على الوظيفة
DocType: Purchase Order Item,Warehouse and Reference,المستودع والمرجع
DocType: Supplier,Statutory info and other general information about your Supplier,معلومات قانونية ومعلومات عامة أخرى عن المورد الخاص بك
apps/erpnext/erpnext/hooks.py +94,Addresses,عناوين
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +222,Against Journal Entry {0} does not have any unmatched {1} entry,مقابل قيد اليوميه {0} ليس لديه أي قيد غير متوافق مع قيد {1}
apps/erpnext/erpnext/config/hr.py +137,Appraisals,تقييمات أداء الموظفين
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +201,Duplicate Serial No entered for Item {0},رقم سيريال مكرر تم إدخاله للصنف {0}
DocType: Shipping Rule Condition,A condition for a Shipping Rule,شرط لقاعدة الشحن
DocType: Grading Structure,Grading Intervals,وضع الفترات بين الدرجات
DocType: Grade Interval,To Score,إلي الدرجة
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +151,Please set filter based on Item or Warehouse,الرجاء تحديد فلتر بناء على الصنف أو المستودع
DocType: Packing Slip,The net weight of this package. (calculated automatically as sum of net weight of items),(الوزن الصافي لهذه العبوة. (تحسب تلقائيا علي أساس مجموع الوزن الصافي للأصناف
DocType: Sales Order,To Deliver and Bill,إلي التسليم و الفوترة
DocType: Student Batch,Instructors,المعلمين/المدربين
DocType: GL Entry,Credit Amount in Account Currency,القيمه الدائنه بعملة الحساب
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +495,BOM {0} must be submitted,البوم {0} يجب ان يتم إدخالها
DocType: Authorization Control,Authorization Control,التحكم في منح تصاريح الدخول و العمل
apps/erpnext/erpnext/controllers/buying_controller.py +300,Row #{0}: Rejected Warehouse is mandatory against rejected Item {1},الصف # {0}: رفض مستودع إلزامي ضد رفض الصنف {1}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +718,Payment,دفع
DocType: Production Order Operation,Actual Time and Cost,الوقت الفعلي والتكلفة
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py +54,Material Request of maximum {0} can be made for Item {1} against Sales Order {2},طلب المواد بحد أقصى {0} يمكن إدخاله للصنف {1} مقابل أمر البيع {2}
DocType: Employee,Salutation,تحية و ترحيب
DocType: Course,Course Abbreviation,حروف الإختصار للكورس
DocType: Student Leave Application,Student Leave Application,طلب أجازة للطالب
DocType: Item,Will also apply for variants,سوف تطبق أيضا على المتغيرات
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +146,"Asset cannot be cancelled, as it is already {0}",لا يمكن إلغاء الأصل، حيث أنه بالفعل {0}
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +40,Total working hours should not be greater than max working hours {0},إجمالي ساعات العمل لا يجب أن يكون أكبر من الحد الاقصى لساعات العمل {0}
apps/erpnext/erpnext/config/selling.py +62,Bundle items at time of sale.,حزمة الأصناف في وقت البيع
DocType: Quotation Item,Actual Qty,الكمية الفعلية
DocType: Sales Invoice Item,References,المراجع
DocType: Quality Inspection Reading,Reading 10,قراءة 10
apps/erpnext/erpnext/public/js/setup_wizard.js +284,"List your products or services that you buy or sell. Make sure to check the Item Group, Unit of Measure and other properties when you start.",".سجل قائمة المنتجات أو الخدمات التي تشتريها أو تبيعها. تحقق من مجموعة الصنف و وحدة قياس الصنف و الخصائص الأخري عند البدأ"
DocType: Hub Settings,Hub Node,Hub Node
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +78,You have entered duplicate items. Please rectify and try again.,لقد أدخلت صنف مكرر. يرجى التصحيح و المحاول مرة أخرى
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +88,Associate,مساعد
DocType: Asset Movement,Asset Movement,حركة الأصول
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +44,Item {0} is not a serialized Item,الصنف {0} ليس صنف متساريل
DocType: SMS Center,Create Receiver List,إنشاء قائمة المستقبلين للرسائل
DocType: Vehicle,Wheels,عجلات
DocType: Packing Slip,To Package No.,.إلي العبوة رقم
DocType: Production Planning Tool,Material Requests,طلبات المواد
DocType: Warranty Claim,Issue Date,تاريخ الإصدار
DocType: Activity Cost,Activity Cost,تكلفة النشاط
DocType: Sales Invoice Timesheet,Timesheet Detail,تفاصيل جدول ساعات العمل
DocType: Purchase Receipt Item Supplied,Consumed Qty,الكمية المستهلكه
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +52,Telecommunications,الإتصالات
DocType: Packing Slip,Indicates that the package is a part of this delivery (Only Draft),(يشير إلى أن العبوة هي جزء من عملية التسليم هذه (مسودة فقط
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.js +36,Make Payment Entry,إنشاء تسجيل مدفوعات
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +126,Quantity for Item {0} must be less than {1},الكمية للصنف {0} يجب أن تكون أقل من {1}
,Sales Invoice Trends,ترندات فواتير المبيعات
DocType: Leave Application,Apply / Approve Leaves,تقديم / الموافقة على الأجازات
apps/erpnext/erpnext/accounts/print_format/payment_receipt_voucher/payment_receipt_voucher.html +23,For,ل
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +142,Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total',يمكن الإشارة إلي الصف  فقط إذا كان نوع الضرائب أو الرسوم هي 'علي قيمة الصف السابق'أو'إجمالي الصف السابق
DocType: Sales Order Item,Delivery Warehouse,مستودع تسليم
